,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
65,ATREVIA,@Atrevia,2022-07-05T08:07:03.000Z,"ATREVIA
@Atrevia
·
5 jul."," ""De aquí al 2025 se van a crear 400.000 #empleos en el ámbito #tecnológico y para cubrirlos será necesaria una #formación específica como el modelo #bootcamp"", asegura Noya Fernández desde 
@TheBridge_Tech
.
2
2",📲,,2,2,['https://pbs.twimg.com/media/FW42HIPXEAEH8pk?format=jpg&name=small'],https://twitter.com/Atrevia/status/1544231368896532480
66,The Bridge,@TheBridge_Tech,2022-07-05T14:56:58.000Z,"The Bridge
@TheBridge_Tech
·
5 jul.","¡Últimos #OpenDay antes de vacaciones!
3 jornadas de puertas abiertas de manera simultánea en nuestras sedes. 
¡Os esperamos el 13 de julio a las 18h! Entradas 

Madrid https://bit.ly/3ajrTkP
Sevilla https://bit.ly/3yGbxw6
Valencia https://bit.ly/3us9M2V",🤗 🍻 🎟 🎟 📍 📍 📍,,,,['https://pbs.twimg.com/media/FW6TZmqWQAExa1c?format=jpg&name=small'],https://twitter.com/TheBridge_Tech/status/1544334529145573376
67,hayCANAL.com,@haycanal,2022-07-06T08:12:00.000Z,"hayCANAL.com
@haycanal
·
6 jul.","#SAVETHEDATE | 
@TheBridge_Tech
 pone en marcha un #bootcamp orientado a formar en dos de las disciplinas que más están creciendo en España: #Cloud #Computing & #DevOps

12 de septiembre
 Full-time
haycanal.com
The Bridge lanza Bootcamp de Cloud Computing y DevOps
La transformación digital de las empresas va a un ritmo tan frenético que requiere que la formación se adapte para dar respuesta a las necesidades que van surgiendo con el objetivo de aportar valor a...
1",🚩 ☁ 📆 🕔 ⬇,,1,,['https://pbs.twimg.com/card_img/1578203459228422144/xBg4N3tB?format=jpg&name=900x900'],https://twitter.com/haycanal/status/1544595001086283778
68,El Referente,@ElReferente,2022-07-07T10:16:04.000Z,"El Referente
@ElReferente
·
7 jul.","#Inversiones 
@TheBridge_Tech
 ha cerrado una ronda de 5M€ 

PRINCIPAL INVERSOR
#Atitlan 
elreferente.es
The Bridge cierra una ronda de financiación de 5M€
La plataforma de educación The Bridge cierra una ronda de financiación de 5 millones de euros para acelerar su crecimiento.",💰 💰 👀 ✔ ⬇ ⬇,,,,['https://pbs.twimg.com/card_img/1577924090899333120/vTbrEaxX?format=jpg&name=small'],https://twitter.com/ElReferente/status/1544988613129261056
69,Emprenemjunts,@emprenemjunts,2022-07-05T17:30:15.000Z,"Emprenemjunts
@emprenemjunts
·
5 jul."," @ceeivalencia
 y 
@TheBridge_Tech
, primera aceleradora de talento digital, firman un convenio de colaboración: http://ow.ly/54Up50JM4eM

 Complementar la formación técnica del nuevo talento, entre sus principales objetivos.
ceeivalencia.emprenemjunts.es
CEEI Valencia y The Bridge, primera aceleradora de talento digital, firman un convenio de colabor...
Complementar la formación técnica del nuevo talento, entre sus principales objetivos Ceei Valencia y The Bridge, empresa de formación de talento y competencias digitales, han firmado un acuerdo marco...",🎯,,,,['https://pbs.twimg.com/card_img/1577897650615091200/6cqgTHTh?format=jpg&name=small'],https://twitter.com/emprenemjunts/status/1544373102997655552
70,The Bridge,@TheBridge_Tech,2022-07-12T11:22:45.000Z,"The Bridge
@TheBridge_Tech
·
12 jul.","¡Descubre la experiencia de Dani!  Dani estudió una #fp en #desarrolloweb pero tenía claro que quería especializarse en #ciberseguridad y realizó el #bootcamp en 
@TheBridge_Tech
 ¡Fue complemento perfecto para conseguir un empleo en el sector!
2",▶ 👾 🎯,,2,,['https://pbs.twimg.com/ext_tw_video_thumb/1546787121654030339/pu/img/QK_q9-4SSgnSuBNE.jpg'],https://twitter.com/TheBridge_Tech/status/1546817334882476032
71,The Bridge,@TheBridge_Tech,2022-07-12T11:22:45.000Z,"The Bridge
@TheBridge_Tech
·
12 jul.","¡Descubre la experiencia de Dani!  Dani estudió una #fp en #desarrolloweb pero tenía claro que quería especializarse en #ciberseguridad y realizó el #bootcamp en 
@TheBridge_Tech
 ¡Fue complemento perfecto para conseguir un empleo en el sector!
1:10
93 reproducciones
2",▶ 👾 🎯,,2,,[],https://twitter.com/TheBridge_Tech/status/1546817334882476032
72,Ines Calabuig,@InesCalabuig2,2022-07-13T13:22:40.000Z,"Ines Calabuig
@InesCalabuig2
·
13 jul.","Hoy hemos tenido una súper visita a nuestras oficinas 
@TheBridge_Tech
primera Aceleradora de Talento Digital. 
Hemos podido presentar 
@GoHubVentures
  y compartir nuestros HQ con 26 de sus estudiantes y profesores
Con muchas ganas de seguir colaborando con ellos en el futuro!
3
8",👉,,3,8,"['https://pbs.twimg.com/media/FXjKBJHXEAInxvg?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FXjKBJNWIAQqBMN?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FXjKBJQWYAE1P6j?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FXjKBJPWAAAp3i5?format=jpg&name=360x360']",https://twitter.com/InesCalabuig2/status/1547209900874506241
73,GoHub Ventures,@GoHubVentures,2022-07-13T14:45:06.000Z,"GoHub Ventures
@GoHubVentures
·
13 jul.","Los emprendedores y profesionales digitales del futuro han venido a visitarnos hoy

Los alumnos de 
@TheBridge_Tech
 han visto cómo trabaja un fondo VC y han mostrado su interés por conocer qué grandes desafíos resuelven nuestras #startups #deeptech 

Mucho #talento en el Ágora
1
4",,,1,4,"['https://pbs.twimg.com/media/FXjZfTfWYAAq9Iy?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FXjbQdPXkAEEMO-?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FXjbR94XwAANaXw?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FXjbSySXoAITaJD?format=jpg&name=360x360']",https://twitter.com/GoHubVentures/status/1547230643561664515
74,Daniel Castillo-Secilla,@Cased93,2022-07-14T20:27:25.000Z,"Daniel Castillo-Secilla
@Cased93
·
14 jul.","Un placer haber asistido hoy como miembro del tribunal por parte de Fujitsu Data Intelligence al acto de defensa y graduación del Bootcamp de Data Science organizado por  
@TheBridge_Tech
youtube.com
Graduación Sevilla 22.07
1
1",,1,,1,['https://pbs.twimg.com/card_img/1576251645700227076/0F5Ov9gN?format=jpg&name=240x240'],https://twitter.com/Cased93/status/1547679180715806723
75,The Bridge,@TheBridge_Tech,2022-07-14T15:30:20.000Z,"The Bridge
@TheBridge_Tech
·
14 jul.","¡Empezamos! Sigue el 1º #desafiodetripulaciones de #Sevilla 
@ENCamaraSevilla
 EN DIRECTO ¡No te pierdas el sistema de reconocimiento facial que han creado nuestros chicos de #datascience! 
youtube.com
Graduación Sevilla 22.07
2
1",⚔ 🔴 ▶,,2,1,['https://pbs.twimg.com/card_img/1576251645700227076/0F5Ov9gN?format=jpg&name=240x240'],https://twitter.com/TheBridge_Tech/status/1547604416177442823
76,The Bridge,@TheBridge_Tech,2022-07-15T06:40:47.000Z,"The Bridge
@TheBridge_Tech
·
15 jul.","En respuesta a 
@Cased93
¡Ha sido un placer tenerte como jurado Daniel!Muchas gracias por asistir y conocer de cerca el trabajo de nuestros alumnos
1
1",☺ 🎓,,1,1,[],https://twitter.com/TheBridge_Tech/status/1547833539306983425
77,Miguel Ángel Uriondo,@uriondo,2022-07-19T17:47:27.000Z,"Miguel Ángel Uriondo
@uriondo
·
19 jul.","Esto me hace ilusión. El jueves a las 19 en 
@TheBridge_Tech
 hablaré de la profesión que amo y que ejercí locamente durante 20 años para el Programa superior de emprendimiento en periodismo de 
@JotDownSpain
. Elige ¿streaming o aire acondicionado?
1
10
17",,1,10,17,['https://pbs.twimg.com/media/FYC_gppXkAALq8w?format=jpg&name=small'],https://twitter.com/uriondo/status/1549450863558762497
78,alfonso vila francés,@vilafrances,2022-07-21T09:50:04.000Z,"alfonso vila francés
@vilafrances
·
21 jul.","Respondiendo a 
@GuillermoDeHaro
 @JotDownSpain
 y 3 más
Sí, yo tampoco quiero ser mal pensado, pero...
2",,,,2,[],https://twitter.com/vilafrances/status/1550055498921148417
79,Raúl M.,@Cherendler_bond,2022-07-19T18:07:44.000Z,"Raúl M.
@Cherendler_bond
·
19 jul.","En respuesta a 
@uriondo
 @TheBridge_Tech
 y 
@JotDownSpain
Justo donde nos hemos formado unos cuantos experiodistas para dejar de serlo :P Intentaré ir!
2",,,,2,[],https://twitter.com/Cherendler_bond/status/1549455964159594496
80,Miguel Ángel Uriondo,@uriondo,2022-07-21T09:52:25.000Z,"Miguel Ángel Uriondo
@uriondo
·
21 jul.","Respondiendo a 
@GuillermoDeHaro
 @JotDownSpain
 y 2 más
'Mala y ware' parece una colaboración musical entre la Mala Rodríguez y 
@ottoreuss
 2
2",😂,2,,2,[],https://twitter.com/uriondo/status/1550056091274428419
81,Jesús María López de Uribe,@UribeX,2022-07-21T13:20:04.000Z,"Jesús María López de Uribe
@UribeX
·
21 jul.","Respondiendo a 
@uriondo
 @GuillermoDeHaro
 y 4 más
¿Cómo? ¿Cápasao?",,,,,[],https://twitter.com/UribeX/status/1550108349924089856
82,Miguel Ángel Uriondo,@uriondo,2022-07-21T09:54:22.000Z,"Miguel Ángel Uriondo
@uriondo
·
21 jul.","Respondiendo a 
@GuillermoDeHaro
 @JotDownSpain
 y 3 más
Malamente. Riau Riau.
1",,,,1,[],https://twitter.com/uriondo/status/1550056580493762563
83,Jot Down Magazine,@JotDownSpain,2022-07-24T10:10:39.000Z,"Jot Down Magazine
@JotDownSpain
·
24 jul.","El próximo jueves 28 estaremos em 
@TheBridge_Tech
 con 
@uriondo
 que impartirá la masterclass «Evita el periodismo: una oda a la profesión». La asistencia es gratuita hasta completar aforo. Os esperamos.
jotdown.es
Masterclass con Miguel Ángel Uriondo - Jot Down Cultural Magazine
El jueves 28 de julio, a las 19:00, en The Bridge, Miguel Ángel Uriondo @uriondo impartirá la primera de las masterclass gratuitas con las que presentamos el
13
15",,,13,15,['https://pbs.twimg.com/card_img/1576714001454604290/SABkfa9O?format=jpg&name=small'],https://twitter.com/JotDownSpain/status/1551147845230764033
84,Jot Down Magazine,@JotDownSpain,2022-07-27T17:55:45.000Z,"Jot Down Magazine
@JotDownSpain
·
27 jul.","Mañana tenemos esto 
https://jotdown.es/2022/07/masterclass-con-miguel-angel-uriondo/… 
Os esperamos a las 19:00 en 
@TheBridge_Tech
 para hablar de periodismo con 
@uriondo
jotdown.es
Masterclass con Miguel Ángel Uriondo - Jot Down Cultural Magazine
El jueves 28 de julio, a las 19:00, en The Bridge, Miguel Ángel Uriondo @uriondo impartirá la primera de las masterclass gratuitas con las que presentamos el
8
4",👇,,8,4,['https://pbs.twimg.com/card_img/1576714001454604290/SABkfa9O?format=jpg&name=small'],https://twitter.com/JotDownSpain/status/1552352053346852864
85,Emprenemjunts,@emprenemjunts,2022-07-27T11:20:10.000Z,"Emprenemjunts
@emprenemjunts
·
27 jul."," @ceeivalencia
 y 
@TheBridge_Tech
, primera aceleradora de talento digital, firman un convenio de colaboración: http://ow.ly/54Up50JM4eM

 Complementar la formación técnica del nuevo talento, entre sus principales objetivos.
ceeivalencia.emprenemjunts.es
CEEI Valencia y The Bridge, primera aceleradora de talento digital, firman un convenio de colabor...
Complementar la formación técnica del nuevo talento, entre sus principales objetivos Ceei Valencia y The Bridge, empresa de formación de talento y competencias digitales, han firmado un acuerdo marco...",🎯,,,,['https://pbs.twimg.com/card_img/1577897650615091200/6cqgTHTh?format=jpg&name=small'],https://twitter.com/emprenemjunts/status/1552252500979421186
86,Loretogf,@loretogf,2022-07-28T17:04:01.000Z,"Loretogf
@loretogf
·
28 jul.","Comienza la masterclass en 
@TheBridge_Tech
 de 
@uriondo
 hablando de cómo evitar ser #Periodista?!?! En serio?!?! jajaja con lo que mola el curso de 
@JotDownSpain
,  verdad 
@imparsifal
?
2
7
16",,2,7,16,['https://pbs.twimg.com/media/FYxNmTvWAAE6fkv?format=jpg&name=small'],https://twitter.com/loretogf/status/1552701420218056704
87,Zeus,@insidezeusdata,2022-08-01T13:39:03.000Z,"Zeus
@insidezeusdata
·
1 ago.","𝗗𝗲𝘀𝗮𝗳𝗶𝗼 𝗱𝗲 𝘁𝗿𝗶𝗽𝘂𝗹𝗮𝗰𝗶𝗼𝗻𝗲𝘀

Alumnos de desarrollo web full stack y data science de 
@TheBridge_Tech
 y 
@uchceu
 nos visitaron para presentar sus proyectos finales. 

#BootcampExperience #DesarrolloWeb #DataScience #DigitalTalent
4
4",💻 📲,,4,4,['https://pbs.twimg.com/ext_tw_video_thumb/1554098339272134657/pu/img/RC6J5vK1PUNWOan2.jpg'],https://twitter.com/insidezeusdata/status/1554099392977707008
88,Manuel F. Herrador,@manuelfherrador,2022-07-28T18:40:30.000Z,"Manuel F. Herrador
@manuelfherrador
·
28 jul.","Respondiendo a 
@loretogf
 @UribeX
 y 4 más
¡Pero no va de puentes! :(
1
2",,1,,2,[],https://twitter.com/manuelfherrador/status/1552725704588103680
89,Ángel L. Fernández,@imparsifal,2022-07-28T17:07:26.000Z,"Ángel L. Fernández
@imparsifal
·
28 jul.","Respondiendo a 
@loretogf
 @TheBridge_Tech
 y 2 más
Y tanto!!
2",,,,2,[],https://twitter.com/imparsifal/status/1552702280704704512
90,Jesús María López de Uribe,@UribeX,2022-07-28T18:42:55.000Z,"Jesús María López de Uribe
@UribeX
·
28 jul.","Respondiendo a 
@manuelfherrador
 @loretogf
 y 4 más
¡Tú déjales que nos 'puentean' rápido!
1",🙃,,,1,[],https://twitter.com/UribeX/status/1552726310186893313
91,Startup Valencia,@Startup_VLC,2022-08-04T07:07:00.000Z,"Startup Valencia
@Startup_VLC
·
4 ago."," Julio supera los 360 millones de euros invertidos en #startups, mientras que 2022 supera ya los 2.384 millones

Entre las rondas cerradas este último mes, encontramos las de nuestros socios 
@TheBridge_Tech
 y 
@LogistikoLabs
 

(vía 
@ElReferente
 )
elreferente.es
julio supera los 360 millones de euros invertidos en startups
El mes de julio supera los 360 millones de euros invertidos en startups gracias a la ronda de Seedtag, que ha levantado 250 millones de euros.
3
7",💰 👏 🗞,,3,7,['https://pbs.twimg.com/card_img/1577589519855108101/hAIvQs9R?format=jpg&name=small'],https://twitter.com/Startup_VLC/status/1555087891872636928
92,The Bridge,@TheBridge_Tech,2022-08-02T12:34:17.000Z,"The Bridge
@TheBridge_Tech
·
2 ago.","¡Seguimos creciendo y vamos #FromGoodToGreat! Gracias a todos los que formáis parte de 
@the
 bridge ¡Es una suerte contar con tod@s vosotr@s! Sin duda, sois el alma de la fiesta Si os la habéis perdido, pronto habrá otra y seguro, más cosas que celebrar
2",👯 ♂ 😉,,,2,['https://pbs.twimg.com/ext_tw_video_thumb/1554445011458134016/pu/img/DaGvUSDNOwl5bgJB.jpg'],https://twitter.com/TheBridge_Tech/status/1554445479873810439
93,The Bridge,@TheBridge_Tech,2022-08-05T07:45:17.000Z,"The Bridge
@TheBridge_Tech
·
5 ago.","¡Empezamos! Día de #desafíodetripulaciones en Madrid. Mucha suerte a tod@s con vuestros proyectos ¡Seguro que habéis desarrollado unas webapps increíbles! Síguelo EN DIRECTO
youtube.com
Desafío de Tripulaciones 05/08/22
Nuestros alumnos se enfrentan al Desafío de Tripulaciones y nos enseñarán sus proyectos finales.
1
3",🙌 ⚔ 🔴,,1,3,['https://pbs.twimg.com/card_img/1576071873821114370/izmA2NFR?format=jpg&name=240x240'],https://twitter.com/TheBridge_Tech/status/1555459915573067776
94,diegodl,@diegodl,2022-08-10T19:49:06.000Z,"diegodl
@diegodl
·
10 ago.","Muy buena sensación irse de vacaciones con el trabajo hecho en 
@TheBridge_Tech
 Más alumnos, más satisfacción, más empleabilidad y ahora revalidamos nuestra posición en 4 rankings de 
@CourseReport
. Y en septiembre más!
Course Report
@CourseReport
·
10 ago.
 JUST RELEASED: Our 2022 Best Data Science Bootcamps List! Find out which bootcamps are top rated by graduates, have transparent outcomes, and a large alumni network: https://bit.ly/best-data-science-bootcamps…
1
2",🎉,,1,2,"['https://pbs.twimg.com/profile_images/709593667774910464/PbHuMqmg_mini.jpg', 'https://pbs.twimg.com/media/FZ0r4snWQAEIO3U?format=jpg&name=small']",https://twitter.com/diegodl/status/1557454010919043079
95,The Bridge,@TheBridge_Tech,2022-08-10T08:30:14.000Z,"The Bridge
@TheBridge_Tech
·
10 ago.","¡Estamos de enhorabuena! Lanzamos un nuevo programa de #desarrollowebfullstack con la 
@fundacionuc3
! Muy ilusionados de colaborar con una institución de referencia ¿Ready para ser #fullstack? ¡Aprende todos los secretos del #frontend y #backend! Más info https://bit.ly/3bMtY9F
2
1",👉,,2,1,['https://pbs.twimg.com/media/FZySuROXgAExe0N?format=jpg&name=small'],https://twitter.com/TheBridge_Tech/status/1557283166926299137
96,The Bridge,@TheBridge_Tech,2022-08-12T08:36:23.000Z,"The Bridge
@TheBridge_Tech
·
12 ago.","¡Ya han salido las listas de 
@CourseReport
 2022 y nuestros #bootcamps de #UXUIProductDesign y #DataScience han sido seleccionados entre los mejores del mundo!  Se unen así a los programas de #Ciberseguridad y #MarketingDigital ¡Estamos muy orgullosos!
4
5",🙌 ☺,,4,5,['https://pbs.twimg.com/media/FZ8npFzX0AACZYR?format=jpg&name=small'],https://twitter.com/TheBridge_Tech/status/1558009488678043649
97,Course Report,@CourseReport,2022-08-15T14:30:21.000Z,"Course Report
@CourseReport
·
15 ago."," We're rounding up the 27 Best Data Science Bootcamps of 2022, including 
@Springboard
, 
@thinkful
, 
@TheBridge_Tech
, 
@turing_college
, and 
@wbscodingschool
! Check out the full list here: https://bit.ly/best-data-science-bootcamps…
4
5",🏆,,4,5,['https://pbs.twimg.com/media/FaNXKQUWAAA64tt?format=jpg&name=small'],https://twitter.com/CourseReport/status/1559185732023074816
98,Course Report,@CourseReport,2022-08-15T17:01:02.000Z,"Course Report
@CourseReport
·
15 ago."," We're rounding up the 16 Best UI/UX Design Bootcamps of 2022, including 
@Shillington_
, 
@Skillcrush
, 
@Springboard
, 
@TheBridge_Tech
, and 
@thinkful
! 

Check out the full list here: https://bit.ly/best-ux-design-bootcamps…
6
5",🏆,,6,5,['https://pbs.twimg.com/media/FaN5pdlXkAAT0Nt?format=jpg&name=small'],https://twitter.com/CourseReport/status/1559223651538436098
99,Emprenemjunts,@emprenemjunts,2022-08-19T18:03:02.000Z,"Emprenemjunts
@emprenemjunts
·
19 ago."," @ceeivalencia
 y 
@TheBridge_Tech
, primera aceleradora de talento digital, firman un convenio de colaboración: http://ow.ly/54Up50JM4eM

 Complementar la formación técnica del nuevo talento, entre sus principales objetivos.
ceeivalencia.emprenemjunts.es
CEEI Valencia y The Bridge, primera aceleradora de talento digital, firman un convenio de colabor...
Complementar la formación técnica del nuevo talento, entre sus principales objetivos Ceei Valencia y The Bridge, empresa de formación de talento y competencias digitales, han firmado un acuerdo marco...
1",🎯,,1,,['https://pbs.twimg.com/card_img/1577897650615091200/6cqgTHTh?format=jpg&name=small'],https://twitter.com/emprenemjunts/status/1560688806445174790
100,The Bridge,@TheBridge_Tech,2022-08-26T10:52:56.000Z,"The Bridge
@TheBridge_Tech
·
26 ago.","¿Cómo es hacer un #bootcamp mientras estudias o trabajas? Nos lo cuenta José Miguel, alumno del bootcamp de #desarrollowebfullstack en formato #parttime 

¡Echa un vistazo a su experiencia en 
@thebridge
! 

Más info sobre el #parttime https://bit.ly/3OXX1pf
1
1",💪 👀 👇,,1,1,['https://pbs.twimg.com/ext_tw_video_thumb/1563116949307006976/pu/img/qbuhR-R-LoLLZlVH.jpg'],https://twitter.com/TheBridge_Tech/status/1563117283601289216
101,ConferenciaCS,@conferenciacs,2022-08-24T13:30:00.000Z,"ConferenciaCS
@conferenciacs
·
24 ago.","La 
@uc3m
 se une a 
@TheBridge_Tech
 para potenciar la formación en desarrollo web. 
Ambas entidades ofrecerán bootcamps de Full Stak a partir de 2023 en el Campus de Puerta de Toledo

#UniversidadExcelente
innovaspain.com
La Universidad Carlos III se une a The Bridge para potenciar la formación en desarrollo web
Ambas entidades ofrecerán bootcamps de Full Stak a partir de 2023 en el Campus de Puerta de Toledo
2
2",,,2,2,['https://pbs.twimg.com/card_img/1577629026914549760/nlbCnohm?format=jpg&name=small'],https://twitter.com/conferenciacs/status/1562432037436489728
102,The Bridge,@TheBridge_Tech,2022-08-23T10:14:19.000Z,"The Bridge
@TheBridge_Tech
·
23 ago.","¡Ven a nuestro Open Day #Sevilla! Acércate a conocer el campus de 
@ENCamaraSevilla
 y todo sobre los bootcamps en #ciber #data y #fullstack ¿Quieres acelerar tu carrera digital?

Saca ya tu entrada y si quieres vente con un amig@ https://bit.ly/3wqGwdX

¡Te esperamos!
eventbrite.es
Open Day: Sevilla
Open Day The Bridge y Escuela de Negocios de la Cámara de Comercio de Sevilla
1
2",🙌 🎟 👇,,1,2,['https://pbs.twimg.com/card_img/1577564520469479428/HlGybzx1?format=jpg&name=small'],https://twitter.com/TheBridge_Tech/status/1562020403199066112
103,Innovaspain,@Innovaspain,2022-08-24T15:03:32.000Z,"Innovaspain
@Innovaspain
·
24 ago.","@TheBridge_Tech
 y la Fundación 
@uc3m
 firman un convenio para ofrecer #Bootcamps de #FullStak a partir de 2023 en el Campus de Puerta de Toledo.
innovaspain.com
La Universidad Carlos III se une a The Bridge para potenciar la formación en desarrollo web
Ambas entidades ofrecerán bootcamps de Full Stak a partir de 2023 en el Campus de Puerta de Toledo",,,,,['https://pbs.twimg.com/card_img/1577629026914549760/nlbCnohm?format=jpg&name=small'],https://twitter.com/Innovaspain/status/1562455573613817859
104,Cámara de Comercio de Sevilla,@camaradesevilla,2022-08-31T12:20:04.000Z,"Cámara de Comercio de Sevilla
@camaradesevilla
·
31 ago.","¿Quieres impulsar tu perfil profesional en el ámbito digital?

¡Descubre los #bootcamps de 
@ENCamaraSevilla
 y 
@TheBridge_Tech
 y despega en el sector tecnológico!

La formación más innovadora en #DesarrolloWeb #FullStack, #DataScience y #Ciberseguridad:
https://en.camaradesevilla.com/evento/10155/
11
13",🔥 🚀,,11,13,['https://pbs.twimg.com/media/FbfR6zeXgAIS8I5?format=jpg&name=small'],https://twitter.com/camaradesevilla/status/1564951151124029441
105,The Bridge,@TheBridge_Tech,2022-08-31T10:59:45.000Z,"The Bridge
@TheBridge_Tech
·
31 ago.","¡Hemos firmado un acuerdo con 
@Fujitsu_ES
 para formar a perfiles en #ciberseguridad! Muy ilusionados con esta alianza para apoyar con formación a una compañía tan potente en su crecimiento en materia de seguridad informática

https://bit.ly/3dYsQ3o

#bootcamp #cyber #empleo
1
4",🚀 👉,,1,4,['https://pbs.twimg.com/media/Fbe_NUhXwAI7v8_?format=jpg&name=small'],https://twitter.com/TheBridge_Tech/status/1564930939586740224
106,The Bridge,@TheBridge_Tech,2022-08-29T08:02:33.000Z,"The Bridge
@TheBridge_Tech
·
29 ago.","Hemos salido en 
@sextaNoticias
 como ejemplo de #reskilling gracias a los #bootcamps 

""Apostar por estos procesos de reciclaje a las empresas les cuesta menos y tiene también menos coste social"",
@ikerarceseco
, CEO 
@TheBridge_Tech
 

Noticia completahttps://bit.ly/3AyjuD0
1
2",📺 🟢 👉,,1,2,[],https://twitter.com/TheBridge_Tech/status/1564161569537363968
107,Fujitsu España,@Fujitsu_ES,2022-09-01T11:00:12.000Z,"Fujitsu España
@Fujitsu_ES
·
1 sept.","¿Sabías que la #ciberseguridad es la quinta área de empleo cuya demanda más ha crecido en lo que llevamos de año? Para acompañar en su formación al talento joven, 
@Fujitsu_ES
 ha firmado una acuerdo con 
@TheBridge_Tech
. 
Te contamos más: https://okt.to/rTQIpo
2
4",,,2,4,['https://pbs.twimg.com/media/FbkKFqkWIAMI-FF?format=jpg&name=small'],https://twitter.com/Fujitsu_ES/status/1565293439373172737
108,Fujitsu España,@Fujitsu_ES,2022-09-05T11:07:03.000Z,"Fujitsu España
@Fujitsu_ES
·
5 sept.","Fujitsu y 
@TheBridge_Tech
 se unen por el futuro de la #ciberseguridad 
En virtud de esta alianza, formarán juntos a los futuros profesionales del área de ciberseguridad de 
@Fujitsu_ES
, organizarán actividades formativas, talleres, eventos... 
https://okt.to/Ss8U4P
2",🛡,,,2,['https://pbs.twimg.com/media/Fb4yBBMX0AEppu5?format=jpg&name=small'],https://twitter.com/Fujitsu_ES/status/1566744716091265024
109,The Bridge,@TheBridge_Tech,2022-09-05T10:46:27.000Z,"The Bridge
@TheBridge_Tech
·
5 sept.","¡Open Day #Valencia!Ven con un amig@ a conocer el campus de 
@uchceu
 y los bootcamps en #ciber #data #uxui y #fullstack 

Necesitas un cambio en tu carrera Descubre cómo puedes formarte en un perfil digital

Lunes 12
18 horas

Inscríbete ya
eventbrite.es
Open Day Valencia: “Ven a conocer si un bootcamp es lo que estás buscando”
Conoce The Bridge y el campus de Valencia.
1
1",🤗 ❓ 📅 ⏰ 🎟 👇,,1,1,['https://pbs.twimg.com/card_img/1576922221267898368/9dTGs-dh?format=jpg&name=small'],https://twitter.com/TheBridge_Tech/status/1566739530413219841
110,Raúl Cotrina,@raulcotrina,2022-09-04T10:22:13.000Z,"Raúl Cotrina
@raulcotrina
·
4 sept.","Nos dais una mano a ampliarlo y tenerlo actualizado? 
@AnaWhitewolf
 @IronhackMAD 
@ISDICoders
 @Ubiqum
 @4GeeksAcademyES
 @hackaboss_
 @KeepCoding_
 @uxerschool
  
@TheBridge_Tech
 @CraftCodeTech
  
@CodeHouseLearn
 @CodenotchMAD
 @NeolandStudio
 
 @Adalab_Digital
 @IEuniversity
 @lemoncoders
3
6",,3,,6,[],https://twitter.com/raulcotrina/status/1566371046185369600
111,CodeHouse Academy,@CodeHouseLearn,2022-09-05T06:01:52.000Z,"CodeHouse Academy
@CodeHouseLearn
·
5 sept.","Respondiendo a 
@raulcotrina
 @AnaWhitewolf
 y 13 más
¡Eso está hecho! ;)",,,,,[],https://twitter.com/CodeHouseLearn/status/1566667913934868486
112,PyData Madrid,@PyDataMadrid,2022-09-08T10:00:32.000Z,"PyData Madrid
@PyDataMadrid
·
8 sept.","Ya está abierto el registro para nuestra reunión de septiembre:  Acelerando flujos de datos y modelos de aprendizaje

https://meetup.com/pydata-madrid/events/288281545/…

Contaremos con 
@valerybriz
 y la gente de 
@graphext
. ¡Nos vemos el jueves 22 de septiembre a las 19:00 en 
@TheBridge_Tech
!
meetup.com
Login to Meetup | Meetup
Find groups that host online or in person events and meet people in your local community who share your interests.
1
7
8",🔥,1,7,8,['https://pbs.twimg.com/card_img/1577272864952172545/L0m4PZBi?format=jpg&name=small'],https://twitter.com/PyDataMadrid/status/1567815140455710721
113,The Bridge,@TheBridge_Tech,2022-09-08T08:37:00.000Z,"The Bridge
@TheBridge_Tech
·
8 sept.","Si quieres potenciar el espíritu emprendedor de tus hij@s el nuevo programa de 
@GenyusSchool
 y 
@TheBridge_Tech
 ¡es tu sitio!

 Un lugar donde aprender desarrollando sus propias ideas y superando retos en equipo.

Más info https://bit.ly/3TKZN3Q
1
2",😉 🙌 👉,,1,2,['https://pbs.twimg.com/media/FcCLvXlXkAEy5K6?format=jpg&name=small'],https://twitter.com/TheBridge_Tech/status/1567794116418838528
114,Fujitsu España,@Fujitsu_ES,2022-09-08T09:11:02.000Z,"Fujitsu España
@Fujitsu_ES
·
8 sept.",".
@TheBridge_Tech
 y 
@Fujitsu_ES
 se unen para incrementar el mercado de #ciberseguridad en España, que cuenta con una demanda hoy de 30.000 profesionales. 
Léelo en 
@elEconomistaes
. https://okt.to/Cuq9dE
1",,,,1,['https://pbs.twimg.com/media/FcH0O1YWIAE7V8j?format=jpg&name=small'],https://twitter.com/Fujitsu_ES/status/1567802683360219136
